年份,月份,地域,感染率,平均气温(℃),平均露点温度(℃),平均风速(mi/h),最低气温极值(℃),最高气温极值(℃),降水天数,降水量(mm),AQI,社会事件
2006,3,江苏省,2.3264,,,,,,,,,
2006,3,浙江省,4.3446,,,,,,,,,
2006,3,安徽省,0.8693,,,,,,,,,
2006,3,福建省,0.5290,,,,,,,,,
2006,3,江西省,0.6518,,,,,,,,,
2006,3,山东省,0.0670,,,,,,,,,
2006,3,河南省,0.9296,,,,,,,,,
2006,3,湖北省,0.5377,,,,,,,,,
2006,3,湖南省,0.0901,,,,,,,,,
2006,3,广东省,3.0248,,,,,,,,,
2006,3,广    西,1.3369,,,,,,,,,
2006,3,海南省,0.1208,,,,,,,,,
2006,3,重庆市,0.4539,,,,,,,,,
2006,3,四川省,0.5894,,,,,,,,,
2006,3,贵州省,0.9866,,,,,,,,,
2006,3,云南省,3.5349,,,,,,,,,
2014,12,北京市,22.6168,-1.33,-15.52,7.55,-11,12.28,0,0,103.6521739,0
2006,3,陕西省,0.1613,,,,,,,,,
2006,3,甘肃省,3.6469,,,,,,,,,
2006,3,青海省,1.2891,,,,,,,,,
2006,3,宁    夏,1.1242,,,,,,,,,
2006,3,新    疆,0.8905,,,,,,,,,
2006,4,北京市,0.1756,,,,,,,,,
2006,4,天津市,2.7996,,,,,,,,,
2006,4,河北省,1.5209,,,,,,,,,
2006,4,山西省,0.6468,,,,,,,,,
2015,1,北京市,6.9809,-1.3,-13.72,5.21,-11,13,2,1.02,140.8928571,0
2006,4,辽宁省,0.0711,,,,,,,,,
2006,4,吉林省,0.0037,,,,,,,,,
2006,4,黑龙江省,0.0052,,,,,,,,,
2006,4,江苏省,0.8080,,,,,,,,,
2006,4,浙江省,1.6456,,,,,,,,,
2006,4,安徽省,0.5016,,,,,,,,,
2006,4,福建省,0.3479,,,,,,,,,
2006,4,江西省,0.5150,,,,,,,,,
2006,4,山东省,0.0389,,,,,,,,,
2006,4,河南省,0.8774,,,,,,,,,
2006,4,湖北省,0.2680,,,,,,,,,
2006,4,湖南省,0.1470,,,,,,,,,
2006,4,广东省,1.8262,,,,,,,,,
2006,4,广    西,0.0923,,,,,,,,,
2006,4,海南省,0.2295,,,,,,,,,
2006,4,重庆市,0.7362,,,,,,,,,
2006,4,四川省,0.3678,,,,,,,,,
2006,4,贵州省,1.4799,,,,,,,,,
2006,4,云南省,3.3619,,,,,,,,,
2016,1,北京市,16.0424,-4.97,-16.91,7.22,-17,8,0,0,94.04862085,1
2006,4,陕西省,0.2366,,,,,,,,,
2006,4,甘肃省,3.0917,,,,,,,,,
2006,4,青海省,0.5341,,,,,,,,,
2006,4,宁    夏,0.2852,,,,,,,,,
2006,4,新    疆,4.0398,,,,,,,,,
2006,5,天津市,0.0384,,,,,,,,,
2006,5,河北省,1.1765,,,,,,,,,
2006,5,山西省,1.3592,,,,,,,,,
2006,5,内蒙古,0.8131,,,,,,,,,
2006,5,辽宁省,0.0071,,,,,,,,,
2006,5,黑龙江省,0.0079,,,,,,,,,
2006,5,江苏省,0.0147,,,,,,,,,
2006,5,浙江省,0.1184,,,,,,,,,
2006,5,安徽省,0.1013,,,,,,,,,
2006,5,福建省,0.0820,,,,,,,,,
2006,5,江西省,0.4547,,,,,,,,,
2006,5,山东省,0.0032,,,,,,,,,
2006,5,河南省,0.1258,,,,,,,,,
2006,5,湖北省,0.0806,,,,,,,,,
2006,5,湖南省,0.0458,,,,,,,,,
2006,5,广东省,0.7298,,,,,,,,,
2006,5,广    西,0.2961,,,,,,,,,
2006,5,重庆市,0.4467,,,,,,,,,
2006,5,四川省,0.2204,,,,,,,,,
2006,5,贵州省,0.5791,,,,,,,,,
2006,5,云南省,0.5978,,,,,,,,,
2006,5,西    藏,0.0361,,,,,,,,,
2006,5,陕西省,0.0538,,,,,,,,,
2016,2,北京市,23.3863,0.89,-13.78,8.23,-11,12,2,8.64,63.36150675,1
2006,5,青海省,0.0552,,,,,,,,,
2006,5,宁    夏,0.0671,,,,,,,,,
2006,5,新    疆,0.8159,,,,,,,,,
2006,6,北京市,0.0065,,,,,,,,,
2006,6,河北省,0.4218,,,,,,,,,
2006,6,山西省,0.0060,,,,,,,,,
2006,6,内蒙古,0.0084,,,,,,,,,
2006,6,黑龙江省,0.0052,,,,,,,,,
2006,6,江苏省,0.0054,,,,,,,,,
2006,6,浙江省,0.0776,,,,,,,,,
2006,6,安徽省,0.0833,,,,,,,,,
2006,6,福建省,0.1754,,,,,,,,,
2006,6,江西省,0.5010,,,,,,,,,
2006,6,山东省,0.0043,,,,,,,,,
2006,6,河南省,0.0618,,,,,,,,,
2006,6,湖北省,0.0403,,,,,,,,,
2006,6,湖南省,0.0411,,,,,,,,,
2006,6,广东省,2.2797,,,,,,,,,
2006,6,广    西,0.5021,,,,,,,,,
2006,6,海南省,0.0121,,,,,,,,,
2006,6,重庆市,0.3824,,,,,,,,,
2006,6,四川省,0.0938,,,,,,,,,
2006,6,贵州省,0.2735,,,,,,,,,
2006,6,云南省,0.0405,,,,,,,,,
2006,6,西    藏,0.1805,,,,,,,,,
2006,6,陕西省,0.0296,,,,,,,,,
2006,6,甘肃省,1.8350,,,,,,,,,
2006,6,青海省,0.0368,,,,,,,,,
2006,6,宁    夏,0.1174,,,,,,,,,
2006,6,新    疆,0.1642,,,,,,,,,
2006,7,天津市,0.0288,,,,,,,,,
2006,7,河北省,0.2642,,,,,,,,,
2006,7,山西省,0.0119,,,,,,,,,
2006,7,黑龙江省,0.0026,,,,,,,,,
2006,7,上海市,0.0731,,,,,,,,,
2006,7,江苏省,0.0522,,,,,,,,,
2006,7,浙江省,0.7166,,,,,,,,,
2006,7,安徽省,0.1127,,,,,,,,,
2006,7,福建省,0.2405,,,,,,,,,
2006,7,江西省,1.5217,,,,,,,,,
2006,7,山东省,0.0054,,,,,,,,,
2006,7,河南省,0.1343,,,,,,,,,
2006,7,湖北省,0.2995,,,,,,,,,
2006,7,湖南省,0.1581,,,,,,,,,
2006,7,广东省,0.3709,,,,,,,,,
2006,7,广    西,0.9313,,,,,,,,,
2006,7,海南省,0.0121,,,,,,,,,
2006,7,重庆市,0.5361,,,,,,,,,
2006,7,四川省,0.1997,,,,,,,,,
2006,7,贵州省,0.1314,,,,,,,,,
2006,7,云南省,0.0742,,,,,,,,,
2006,7,西    藏,0.1083,,,,,,,,,
2006,7,陕西省,0.0081,,,,,,,,,
2006,7,甘肃省,0.2120,,,,,,,,,
2006,7,青海省,0.0368,,,,,,,,,
2006,7,宁    夏,0.0168,,,,,,,,,
2006,7,新    疆,0.0100,,,,,,,,,
2006,8,北京市,0.0195,,,,,,,,,
2006,8,天津市,0.1438,,,,,,,,,
2006,8,河北省,0.4437,,,,,,,,,
2006,8,山西省,0.0030,,,,,,,,,
2006,8,内蒙古,0.0042,,,,,,,,,
2006,8,辽宁省,0.0095,,,,,,,,,
2006,8,上海市,0.1969,,,,,,,,,
2006,8,江苏省,0.0548,,,,,,,,,
2006,8,浙江省,0.2082,,,,,,,,,
2006,8,安徽省,0.1944,,,,,,,,,
2006,8,福建省,0.0820,,,,,,,,,
2006,8,江西省,0.1299,,,,,,,,,
2006,8,山东省,0.0043,,,,,,,,,
2006,8,河南省,0.2974,,,,,,,,,
2006,8,湖北省,0.4291,,,,,,,,,
2006,8,湖南省,0.2498,,,,,,,,,
2006,8,广东省,0.1001,,,,,,,,,
2006,8,广    西,0.0258,,,,,,,,,
2006,8,海南省,0.0362,,,,,,,,,
2006,8,重庆市,0.2180,,,,,,,,,
2006,8,四川省,0.1132,,,,,,,,,
2006,8,贵州省,0.1180,,,,,,,,,
2006,8,云南省,0.1011,,,,,,,,,
2006,8,西    藏,0.0361,,,,,,,,,
2006,8,陕西省,0.0134,,,,,,,,,
2006,8,甘肃省,0.1773,,,,,,,,,
2006,8,青海省,0.1657,,,,,,,,,
2006,8,宁    夏,0.0336,,,,,,,,,
2006,8,新    疆,0.0100,,,,,,,,,
2006,9,北京市,0.0130,,,,,,,,,
2006,9,天津市,0.7958,,,,,,,,,
2006,9,河北省,0.7254,,,,,,,,,
2006,9,山西省,0.0060,,,,,,,,,
2006,9,辽宁省,0.0095,,,,,,,,,
2006,9,黑龙江省,0.0026,,,,,,,,,
2006,9,上海市,0.0619,,,,,,,,,
2006,9,江苏省,0.0161,,,,,,,,,
2006,9,浙江省,0.0327,,,,,,,,,
2006,9,安徽省,0.0359,,,,,,,,,
2006,9,福建省,0.0141,,,,,,,,,
2006,9,江西省,0.1229,,,,,,,,,
2006,9,山东省,0.0108,,,,,,,,,
2006,9,河南省,0.0672,,,,,,,,,
2006,9,湖北省,0.1909,,,,,,,,,
2006,9,湖南省,0.0379,,,,,,,,,
2006,9,广东省,0.0457,,,,,,,,,
2006,9,广    西,0.0193,,,,,,,,,
2006,9,海南省,0.0121,,,,,,,,,
2006,9,重庆市,0.2287,,,,,,,,,
2006,9,四川省,0.0938,,,,,,,,,
2006,9,贵州省,0.1394,,,,,,,,,
2006,9,云南省,0.3843,,,,,,,,,
2006,9,陕西省,0.0188,,,,,,,,,
2006,9,甘肃省,0.1542,,,,,,,,,
2006,9,青海省,0.0184,,,,,,,,,
2006,9,宁    夏,0.0671,,,,,,,,,
2006,9,新    疆,0.0249,,,,,,,,,
2006,10,天津市,0.0384,,,,,,,,,
2006,10,河北省,0.7970,,,,,,,,,
2006,10,山西省,0.0060,,,,,,,,,
2006,10,内蒙古,0.0042,,,,,,,,,
2006,10,吉林省,0.0074,,,,,,,,,
2006,10,黑龙江省,0.0052,,,,,,,,,
2006,10,上海市,0.0450,,,,,,,,,
2006,10,江苏省,0.0013,,,,,,,,,
2006,10,浙江省,0.0102,,,,,,,,,
2006,10,安徽省,0.0327,,,,,,,,,
2006,10,福建省,0.0113,,,,,,,,,
2006,10,江西省,0.0905,,,,,,,,,
2006,10,山东省,0.0011,,,,,,,,,
2006,10,河南省,0.0714,,,,,,,,,
2006,10,湖北省,0.0876,,,,,,,,,
2006,10,湖南省,0.0980,,,,,,,,,
2006,10,广东省,0.0392,,,,,,,,,
2006,10,广    西,0.0236,,,,,,,,,
2006,10,重庆市,0.1894,,,,,,,,,
2006,10,四川省,0.1254,,,,,,,,,
2006,10,贵州省,0.1072,,,,,,,,,
2006,10,云南省,0.7191,,,,,,,,,
2006,10,西    藏,0.0361,,,,,,,,,
2006,10,陕西省,0.0188,,,,,,,,,
2006,10,甘肃省,0.2082,,,,,,,,,
2006,10,青海省,0.0368,,,,,,,,,
2006,10,宁    夏,0.4866,,,,,,,,,
2006,10,新    疆,0.0249,,,,,,,,,
2006,11,北京市,0.0325,,,,,,,,,
2006,11,天津市,0.0192,,,,,,,,,
2006,11,河北省,1.0232,,,,,,,,,
2006,11,山西省,0.0060,,,,,,,,,
2006,11,内蒙古,0.0084,,,,,,,,,
2006,11,辽宁省,0.0024,,,,,,,,,
2006,11,吉林省,0.0405,,,,,,,,,
2006,11,上海市,0.0281,,,,,,,,,
2006,11,江苏省,0.0067,,,,,,,,,
2006,11,浙江省,0.0163,,,,,,,,,
2006,11,安徽省,0.0474,,,,,,,,,
2006,11,福建省,0.0113,,,,,,,,,
2006,11,江西省,0.3016,,,,,,,,,
2006,11,山东省,0.0043,,,,,,,,,
2006,11,河南省,0.1141,,,,,,,,,
2006,11,湖北省,0.0928,,,,,,,,,
2006,11,湖南省,0.1375,,,,,,,,,
2006,11,广东省,0.0381,,,,,,,,,
2006,11,广    西,0.0279,,,,,,,,,
2006,11,重庆市,0.1251,,,,,,,,,
2006,11,四川省,0.1534,,,,,,,,,
2006,11,贵州省,0.1984,,,,,,,,,
2006,11,云南省,0.0360,,,,,,,,,
2006,11,陕西省,0.0672,,,,,,,,,
2006,11,甘肃省,0.3392,,,,,,,,,
2006,11,青海省,0.0184,,,,,,,,,
2006,11,宁    夏,1.3087,,,,,,,,,
2006,11,新    疆,0.0249,,,,,,,,,
2006,12,北京市,0.3446,,,,,,,,,
2016,3,北京市,19.4149,8.77,-7.53,5.71,-7,24,0,0,129.9753423,1
2006,12,河北省,1.6625,,,,,,,,,
2006,12,山西省,0.0238,,,,,,,,,
2006,12,内蒙古,0.0671,,,,,,,,,
2006,12,辽宁省,0.0047,,,,,,,,,
2006,12,吉林省,0.0994,,,,,,,,,
2006,12,黑龙江省,0.0183,,,,,,,,,
2006,12,上海市,0.0056,,,,,,,,,
2006,12,江苏省,0.0936,,,,,,,,,
2006,12,浙江省,0.0143,,,,,,,,,
2006,12,安徽省,0.0474,,,,,,,,,
2006,12,福建省,0.0141,,,,,,,,,
2006,12,江西省,0.1160,,,,,,,,,
2006,12,山东省,0.0022,,,,,,,,,
2006,12,河南省,0.1525,,,,,,,,,
2006,12,湖北省,0.0981,,,,,,,,,
2006,12,湖南省,0.0079,,,,,,,,,
2006,12,广东省,0.0381,,,,,,,,,
2006,12,广    西,0.0064,,,,,,,,,
2006,12,海南省,0.0121,,,,,,,,,
2006,12,重庆市,0.1930,,,,,,,,,
2006,12,四川省,0.1498,,,,,,,,,
2006,12,贵州省,0.2708,,,,,,,,,
2006,12,云南省,0.0247,,,,,,,,,
2006,12,陕西省,0.1290,,,,,,,,,
2006,12,甘肃省,0.5628,,,,,,,,,
2006,12,青海省,0.1289,,,,,,,,,
2006,12,宁    夏,0.5705,,,,,,,,,
2006,12,新    疆,0.1990,,,,,,,,,
2007,1,北京市,0.9930,,,,,,,,,
2007,1,天津市,1.6651,,,,,,,,,
2007,1,河北省,2.2122,,,,,,,,,
2007,1,山西省,0.3141,,,,,,,,,
2007,1,内蒙古,0.2211,,,,,,,,,
2007,1,辽宁省,0.1662,,,,,,,,,
2007,1,吉林省,0.1946,,,,,,,,,
2007,1,黑龙江省,0.1125,,,,,,,,,
2007,1,上海市,0.4408,,,,,,,,,
2007,1,江苏省,1.4159,,,,,,,,,
2007,1,浙江省,0.4759,,,,,,,,,
2007,1,安徽省,0.2553,,,,,,,,,
2007,1,福建省,0.0112,,,,,,,,,
2007,1,江西省,0.1244,,,,,,,,,
2007,1,山东省,0.0902,,,,,,,,,
2007,1,河南省,0.2704,,,,,,,,,
2007,1,湖北省,0.7904,,,,,,,,,
2007,1,湖南省,0.1435,,,,,,,,,
2007,1,广东省,0.0656,,,,,,,,,
2007,1,广    西,0.0275,,,,,,,,,
2007,1,重庆市,0.3454,,,,,,,,,
2007,1,四川省,0.2730,,,,,,,,,
2007,1,贵州省,0.4817,,,,,,,,,
2007,1,云南省,0.0848,,,,,,,,,
2007,1,陕西省,0.5515,,,,,,,,,
2007,1,甘肃省,1.6577,,,,,,,,,
2007,1,青海省,0.0547,,,,,,,,,
2007,1,宁    夏,3.1623,,,,,,,,,
2007,1,新疆,1.1122,,,,,,,,,
2007,2,北京市,0.1139,,,,,,,,,
2007,2,天津市,0.1953,,,,,,,,,
2007,2,河北省,1.0394,,,,,,,,,
2007,2,山西省,0.0800,,,,,,,,,
2007,2,内蒙古,0.0083,,,,,,,,,
2007,2,辽宁省,0.0070,,,,,,,,,
2007,2,吉林省,0.0073,,,,,,,,,
2007,2,黑龙江省,0.0026,,,,,,,,,
2007,2,上海市,0.4353,,,,,,,,,
2007,2,江苏省,0.0781,,,,,,,,,
2007,2,浙江省,0.2048,,,,,,,,,
2007,2,安徽省,0.1604,,,,,,,,,
2007,2,福建省,0.0056,,,,,,,,,
2007,2,江西省,0.1014,,,,,,,,,
2007,2,山东省,0.0688,,,,,,,,,
2007,2,河南省,0.1097,,,,,,,,,
2007,2,湖北省,0.1809,,,,,,,,,
2007,2,湖南省,0.1198,,,,,,,,,
2007,2,广东省,0.0419,,,,,,,,,
2007,2,广    西,0.0318,,,,,,,,,
2007,2,海南省,0.0718,,,,,,,,,
2007,2,重庆市,0.2066,,,,,,,,,
2007,2,四川省,0.1163,,,,,,,,,
2007,2,贵州省,0.1970,,,,,,,,,
2007,2,云南省,0.0959,,,,,,,,,
2007,2,陕西省,0.0643,,,,,,,,,
2007,2,甘肃省,0.3799,,,,,,,,,
2007,2,青海省,0.0912,,,,,,,,,
2007,2,宁    夏,0.1159,,,,,,,,,
2007,2,新疆,0.0195,,,,,,,,,
2007,3,北京市,0.0506,,,,,,,,,
2007,3,天津市,0.1116,,,,,,,,,
2007,3,河北省,0.9495,,,,,,,,,
2007,3,山西省,0.1037,,,,,,,,,
2007,3,内蒙古,0.4130,,,,,,,,,
2007,3,辽宁省,0.0328,,,,,,,,,
2007,3,吉林省,0.0073,,,,,,,,,
2007,3,上海市,0.1598,,,,,,,,,
2007,3,江苏省,0.2689,,,,,,,,,
2007,3,浙江省,0.1064,,,,,,,,,
2007,3,安徽省,0.1162,,,,,,,,,
2007,3,福建省,0.0309,,,,,,,,,
2007,3,江西省,0.1798,,,,,,,,,
2007,3,山东省,0.0290,,,,,,,,,
2007,3,河南省,0.1704,,,,,,,,,
2007,3,湖北省,0.2108,,,,,,,,,
2007,3,湖南省,0.3232,,,,,,,,,
2007,3,广东省,0.0967,,,,,,,,,
2007,3,广    西,0.2946,,,,,,,,,
2007,3,海南省,0.1435,,,,,,,,,
2007,3,重庆市,0.2066,,,,,,,,,
2007,3,四川省,0.2020,,,,,,,,,
2007,3,贵州省,0.1730,,,,,,,,,
2007,3,云南省,0.3391,,,,,,,,,
2016,12,北京市,24.2064,-0.69,-9.51,4.5,-12,10,0,0,166.4471039,1
2007,3,陕西省,0.0241,,,,,,,,,
2007,3,甘肃省,1.5694,,,,,,,,,
2007,3,青海省,1.2044,,,,,,,,,
2007,3,宁    夏,1.6060,,,,,,,,,
2007,3,新疆,0.0195,,,,,,,,,
2007,4,北京市,0.0316,,,,,,,,,
2007,4,天津市,0.4837,,,,,,,,,
2007,4,河北省,0.8350,,,,,,,,,
2007,4,山西省,0.2281,,,,,,,,,
2007,4,内蒙古,0.4047,,,,,,,,,
2007,4,辽宁省,0.0164,,,,,,,,,
2007,4,吉林省,0.0073,,,,,,,,,
2007,4,上海市,0.0331,,,,,,,,,
2007,4,江苏省,0.1325,,,,,,,,,
2007,4,浙江省,0.1888,,,,,,,,,
2007,4,安徽省,0.1178,,,,,,,,,
2007,4,福建省,0.2473,,,,,,,,,
2007,4,江西省,0.1728,,,,,,,,,
2007,4,山东省,0.0075,,,,,,,,,
2007,4,河南省,0.1427,,,,,,,,,
2007,4,湖北省,0.2248,,,,,,,,,
2007,4,湖南省,0.3595,,,,,,,,,
2007,4,广东省,0.3644,,,,,,,,,
2007,4,广    西,0.1123,,,,,,,,,
2007,4,海南省,0.1555,,,,,,,,,
2007,4,重庆市,0.2635,,,,,,,,,
2007,4,四川省,0.3550,,,,,,,,,
2007,4,贵州省,0.2608,,,,,,,,,
2007,4,云南省,0.1048,,,,,,,,,
2007,4,西    藏,0.0712,,,,,,,,,
2007,4,陕西省,0.0375,,,,,,,,,
2007,4,甘肃省,3.0506,,,,,,,,,
2007,4,青海省,0.2737,,,,,,,,,
2007,4,宁    夏,1.2086,,,,,,,,,
2007,4,新疆,0.4439,,,,,,,,,
2007,5,北京市,0.0063,,,,,,,,,
2007,5,天津市,0.4093,,,,,,,,,
2007,5,河北省,0.8945,,,,,,,,,
2007,5,山西省,0.0119,,,,,,,,,
2007,5,辽宁省,0.0328,,,,,,,,,
2007,5,吉林省,0.0073,,,,,,,,,
2007,5,江苏省,0.2013,,,,,,,,,
2007,5,浙江省,0.0462,,,,,,,,,
2007,5,安徽省,0.0884,,,,,,,,,
2007,5,福建省,0.1377,,,,,,,,,
2007,5,江西省,0.3757,,,,,,,,,
2007,5,山东省,0.0054,,,,,,,,,
2007,5,河南省,0.1086,,,,,,,,,
2007,5,湖北省,0.2582,,,,,,,,,
2007,5,湖南省,0.1104,,,,,,,,,
2007,5,广东省,0.1440,,,,,,,,,
2007,5,广    西,0.6802,,,,,,,,,
2007,5,海南省,0.2273,,,,,,,,,
2007,5,重庆市,0.3383,,,,,,,,,
2007,5,四川省,0.1298,,,,,,,,,
2007,5,贵州省,0.0772,,,,,,,,,
2007,5,云南省,0.0558,,,,,,,,,
2007,5,西    藏,0.0356,,,,,,,,,
2007,5,陕西省,0.0402,,,,,,,,,
2007,5,甘肃省,1.2318,,,,,,,,,
2007,5,青海省,0.0365,,,,,,,,,
2007,5,宁    夏,0.4801,,,,,,,,,
2007,5,新疆,0.3171,,,,,,,,,
2007,6,天津市,0.2698,,,,,,,,,
2007,6,河北省,0.4349,,,,,,,,,
2007,6,内蒙古,0.0083,,,,,,,,,
2007,6,吉林省,0.0110,,,,,,,,,
2007,6,黑龙江省,0.0157,,,,,,,,,
2007,6,上海市,0.1212,,,,,,,,,
2007,6,江苏省,0.0768,,,,,,,,,
2007,6,浙江省,0.2992,,,,,,,,,
2007,6,安徽省,0.0589,,,,,,,,,
2007,6,福建省,0.1939,,,,,,,,,
2007,6,江西省,0.3249,,,,,,,,,
2007,6,山东省,0.0032,,,,,,,,,
2007,6,河南省,0.0916,,,,,,,,,
2007,6,湖北省,0.1142,,,,,,,,,
2007,6,湖南省,0.6291,,,,,,,,,
2007,6,广东省,1.6283,,,,,,,,,
2007,6,广    西,0.5488,,,,,,,,,
2007,6,海南省,0.2871,,,,,,,,,
2007,6,重庆市,0.2066,,,,,,,,,
2007,6,四川省,0.1102,,,,,,,,,
2007,6,贵州省,0.1970,,,,,,,,,
2007,6,云南省,0.0379,,,,,,,,,
2007,6,陕西省,0.0134,,,,,,,,,
2007,6,甘肃省,0.7061,,,,,,,,,
2007,6,宁    夏,0.1159,,,,,,,,,
2007,6,新疆,0.0098,,,,,,,,,
2007,7,河北省,0.3436,,,,,,,,,
2007,7,内蒙古,0.0083,,,,,,,,,
2007,7,吉林省,0.0037,,,,,,,,,
2007,7,上海市,0.1433,,,,,,,,,
2007,7,江苏省,0.0384,,,,,,,,,
2007,7,浙江省,0.0884,,,,,,,,,
2007,7,安徽省,0.1015,,,,,,,,,
2007,7,福建省,0.2277,,,,,,,,,
2007,7,江西省,0.4840,,,,,,,,,
2007,7,山东省,0.0021,,,,,,,,,
2007,7,河南省,0.0862,,,,,,,,,
2007,7,湖北省,0.2284,,,,,,,,,
2007,7,湖南省,0.4226,,,,,,,,,
2007,7,广东省,0.3192,,,,,,,,,
2007,7,广    西,0.1144,,,,,,,,,
2007,7,海南省,0.1196,,,,,,,,,
2007,7,重庆市,0.2956,,,,,,,,,
2007,7,四川省,0.1506,,,,,,,,,
2007,7,贵州省,0.0825,,,,,,,,,
2007,7,云南省,0.0112,,,,,,,,,
2007,7,陕西省,0.0187,,,,,,,,,
2007,7,甘肃省,0.1804,,,,,,,,,
2007,7,青海省,0.0182,,,,,,,,,
2007,7,宁    夏,0.0497,,,,,,,,,
2007,7,新疆,0.0146,,,,,,,,,
2007,8,北京市,0.0127,,,,,,,,,
2007,8,天津市,0.0279,,,,,,,,,
2007,8,河北省,0.3885,,,,,,,,,
2007,8,山西省,0.0030,,,,,,,,,
2007,8,吉林省,0.0184,,,,,,,,,
2007,8,上海市,0.3196,,,,,,,,,
2007,8,江苏省,0.0834,,,,,,,,,
2007,8,浙江省,0.0843,,,,,,,,,
2007,8,安徽省,0.1440,,,,,,,,,
2007,8,福建省,0.0506,,,,,,,,,
2007,8,江西省,0.1060,,,,,,,,,
2007,8,山东省,0.0107,,,,,,,,,
2007,8,河南省,0.1533,,,,,,,,,
2007,8,湖北省,0.3794,,,,,,,,,
2007,8,湖南省,0.1876,,,,,,,,,
2007,8,广东省,0.1032,,,,,,,,,
2007,8,广    西,0.0572,,,,,,,,,
2007,8,海南省,0.0718,,,,,,,,,
2007,8,重庆市,0.0855,,,,,,,,,
2007,8,四川省,0.1702,,,,,,,,,
2007,8,贵州省,0.0852,,,,,,,,,
2007,8,云南省,0.0669,,,,,,,,,
2007,8,西    藏,0.0712,,,,,,,,,
2007,8,陕西省,0.0054,,,,,,,,,
2007,8,甘肃省,0.1151,,,,,,,,,
2007,8,青海省,0.0182,,,,,,,,,
2007,8,宁    夏,0.1159,,,,,,,,,
2007,8,新疆,0.0195,,,,,,,,,
2007,9,天津市,0.3349,,,,,,,,,
2007,9,河北省,0.6727,,,,,,,,,
2007,9,辽宁省,0.0047,,,,,,,,,
2007,9,吉林省,0.0073,,,,,,,,,
2007,9,上海市,0.1653,,,,,,,,,
2007,9,江苏省,0.2026,,,,,,,,,
2007,9,浙江省,0.1867,,,,,,,,,
2007,9,安徽省,0.2209,,,,,,,,,
2007,9,福建省,0.0225,,,,,,,,,
2007,9,江西省,0.1406,,,,,,,,,
2007,9,山东省,0.0118,,,,,,,,,
2007,9,河南省,0.3567,,,,,,,,,
2007,9,湖北省,0.3162,,,,,,,,,
2007,9,湖南省,0.1766,,,,,,,,,
2007,9,广东省,0.0817,,,,,,,,,
2007,9,广    西,0.0381,,,,,,,,,
2007,9,海南省,0.0718,,,,,,,,,
2007,9,重庆市,0.1282,,,,,,,,,
2007,9,四川省,0.1506,,,,,,,,,
2007,9,贵州省,0.2715,,,,,,,,,
2007,9,云南省,0.0491,,,,,,,,,
2007,9,陕西省,0.0107,,,,,,,,,
2007,9,甘肃省,0.2111,,,,,,,,,
2007,9,青海省,0.0547,,,,,,,,,
2007,9,宁    夏,0.1159,,,,,,,,,
2007,9,新疆,0.0146,,,,,,,,,
2007,10,北京市,0.0190,,,,,,,,,
2007,10,天津市,0.4093,,,,,,,,,
2007,10,河北省,1.1221,,,,,,,,,
2007,10,山西省,0.0030,,,,,,,,,
2007,10,内蒙古,0.0125,,,,,,,,,
2007,10,辽宁省,0.0211,,,,,,,,,
2007,10,吉林省,0.0477,,,,,,,,,
2007,10,上海市,0.1212,,,,,,,,,
2007,10,江苏省,0.0132,,,,,,,,,
2007,10,浙江省,0.0181,,,,,,,,,
2007,10,安徽省,0.0802,,,,,,,,,
2007,10,福建省,0.0646,,,,,,,,,
2007,10,江西省,0.1037,,,,,,,,,
2007,10,山东省,0.0279,,,,,,,,,
2007,10,河南省,0.3162,,,,,,,,,
2007,10,湖北省,0.1159,,,,,,,,,
2007,10,湖南省,0.1734,,,,,,,,,
2007,10,广东省,0.0505,,,,,,,,,
2007,10,广    西,0.0127,,,,,,,,,
2007,10,海南省,0.0359,,,,,,,,,
2007,10,重庆市,0.0926,,,,,,,,,
2007,10,四川省,0.1408,,,,,,,,,
2007,10,贵州省,0.6441,,,,,,,,,
2007,10,云南省,0.0736,,,,,,,,,
2007,10,陕西省,0.0241,,,,,,,,,
2007,10,甘肃省,0.4413,,,,,,,,,
2007,10,青海省,0.0912,,,,,,,,,
2007,10,宁    夏,0.5795,,,,,,,,,
2007,10,新疆,0.0195,,,,,,,,,
2007,11,北京市,0.0696,,,,,,,,,
2007,11,天津市,0.4837,,,,,,,,,
2007,11,河北省,1.7019,,,,,,,,,
2007,11,山西省,0.0237,,,,,,,,,
2007,11,内蒙古,0.0709,,,,,,,,,
2007,11,辽宁省,0.0094,,,,,,,,,
2007,11,吉林省,0.2020,,,,,,,,,
2007,11,黑龙江省,0.0026,,,,,,,,,
2007,11,上海市,0.1873,,,,,,,,,
2007,11,江苏省,0.0185,,,,,,,,,
2007,11,浙江省,0.0382,,,,,,,,,
2007,11,安徽省,0.0949,,,,,,,,,
2007,11,福建省,0.0112,,,,,,,,,
2007,11,江西省,0.2005,,,,,,,,,
2007,11,山东省,0.0279,,,,,,,,,
2007,11,河南省,0.5047,,,,,,,,,
2007,11,湖北省,0.1616,,,,,,,,,
2007,11,湖南省,0.1782,,,,,,,,,
2007,11,广东省,0.0537,,,,,,,,,
2007,11,广    西,0.0148,,,,,,,,,
2007,11,海南省,0.0120,,,,,,,,,
2007,11,重庆市,0.1425,,,,,,,,,
2007,11,四川省,0.1836,,,,,,,,,
2007,11,贵州省,0.1996,,,,,,,,,
2007,11,云南省,0.0268,,,,,,,,,
2007,11,陕西省,0.0643,,,,,,,,,
