年份,月份,地域,感染率,平均气温(℃),平均露点温度(℃),平均风速(mi/h),最低气温极值(℃),最高气温极值(℃),降水天数,降水量(mm),AQI,社会事件
2007,11,甘肃省,0.4528,,,,,,,,,
2007,11,青海省,0.0182,,,,,,,,,
2007,11,宁    夏,0.8775,,,,,,,,,
2007,11,新疆,0.0585,,,,,,,,,
2007,12,北京市,0.1012,,,,,,,,,
2007,12,天津市,3.3395,,,,,,,,,
2007,12,河北省,1.9875,,,,,,,,,
2007,12,山西省,0.0178,,,,,,,,,
2007,12,内蒙古,0.0751,,,,,,,,,
2007,12,辽宁省,0.0117,,,,,,,,,
2007,12,吉林省,0.0992,,,,,,,,,
2007,12,黑龙江省,0.0026,,,,,,,,,
2007,12,上海市,0.0992,,,,,,,,,
2007,12,江苏省,0.0781,,,,,,,,,
2007,12,浙江省,0.1426,,,,,,,,,
2007,12,安徽省,0.0753,,,,,,,,,
2007,12,福建省,0.0112,,,,,,,,,
2007,12,江西省,0.2051,,,,,,,,,
2007,12,山东省,0.0290,,,,,,,,,
2007,12,河南省,0.5750,,,,,,,,,
2007,12,湖北省,0.1844,,,,,,,,,
2007,12,湖南省,0.2003,,,,,,,,,
2007,12,广东省,0.0602,,,,,,,,,
2007,12,广    西,0.0403,,,,,,,,,
2007,12,重庆市,0.0712,,,,,,,,,
2007,12,四川省,0.1383,,,,,,,,,
2007,12,贵州省,0.1597,,,,,,,,,
2007,12,云南省,0.0245,,,,,,,,,
2007,12,西    藏,0.0356,,,,,,,,,
2007,12,陕西省,0.0776,,,,,,,,,
2007,12,甘肃省,4.1596,,,,,,,,,
2007,12,青海省,0.0182,,,,,,,,,
2007,12,宁    夏,0.6291,,,,,,,,,
2007,12,新疆,0.0537,,,,,,,,,
2008,2,北京市,0.0612,,,,,,,,,
2008,2,天津市,0.2691,,,,,,,,,
2008,2,河北省,1.6088,,,,,,,,,
2008,2,山西省,0.0442,,,,,,,,,
2008,2,辽宁省,0.0140,,,,,,,,,
2008,2,吉林省,0.0256,,,,,,,,,
2008,2,上海市,0.1561,,,,,,,,,
2008,2,江苏省,0.0249,,,,,,,,,
2008,2,浙江省,0.0534,,,,,,,,,
2008,2,安徽省,0.0850,,,,,,,,,
2008,2,福建省,0.0503,,,,,,,,,
2008,2,江西省,0.3274,,,,,,,,,
2008,2,山东省,0.0331,,,,,,,,,
2008,2,河南省,0.3013,,,,,,,,,
2008,2,湖北省,0.1842,,,,,,,,,
2008,2,湖南省,0.3006,,,,,,,,,
2008,2,广东省,0.0963,,,,,,,,,
2008,2,广    西,0.0189,,,,,,,,,
2008,2,海南省,0.0118,,,,,,,,,
2008,2,重庆市,0.2770,,,,,,,,,
2008,2,四川省,0.1083,,,,,,,,,
2008,2,贵州省,0.1595,,,,,,,,,
2008,2,云南省,0.0177,,,,,,,,,
2008,2,西    藏,0.1408,,,,,,,,,
2008,2,陕西省,0.1654,,,,,,,,,
2008,2,甘肃省,0.4280,,,,,,,,,
2008,2,青海省,0.0362,,,,,,,,,
2008,2,宁    夏,0.5082,,,,,,,,,
2008,2,新疆,0.0334,,,,,,,,,
2008,3,北京市,0.0367,,,,,,,,,
2008,3,天津市,0.3318,,,,,,,,,
2008,3,河北省,1.5656,,,,,,,,,
2008,3,山西省,0.0413,,,,,,,,,
2008,3,内蒙古,0.0042,,,,,,,,,
2008,3,辽宁省,0.0140,,,,,,,,,
2008,3,吉林省,0.0183,,,,,,,,,
2008,3,黑龙江省,0.0078,,,,,,,,,
2008,3,上海市,0.3014,,,,,,,,,
2008,3,江苏省,0.2125,,,,,,,,,
2008,3,浙江省,0.4150,,,,,,,,,
2008,3,安徽省,0.1635,,,,,,,,,
2008,3,福建省,1.3376,,,,,,,,,
2008,3,江西省,0.8036,,,,,,,,,
2008,3,山东省,0.0406,,,,,,,,,
2008,3,河南省,0.4380,,,,,,,,,
2008,3,湖北省,0.6177,,,,,,,,,
2008,3,湖南省,1.0842,,,,,,,,,
2008,3,广东省,1.4065,,,,,,,,,
2008,3,广    西,1.2018,,,,,,,,,
2008,3,海南省,0.0710,,,,,,,,,
2008,3,重庆市,1.9744,,,,,,,,,
2008,3,四川省,0.2473,,,,,,,,,
2008,3,贵州省,0.4758,,,,,,,,,
2008,3,云南省,0.0222,,,,,,,,,
2008,3,西    藏,2.0070,,,,,,,,,
2008,3,陕西省,0.0480,,,,,,,,,
2008,3,甘肃省,3.0187,,,,,,,,,
2008,3,青海省,0.2899,,,,,,,,,
2008,3,宁    夏,1.7377,,,,,,,,,
2008,3,新疆,0.0334,,,,,,,,,
2008,4,北京市,0.0061,,,,,,,,,
2008,4,天津市,0.0538,,,,,,,,,
2008,4,河北省,1.2833,,,,,,,,,
2008,4,山西省,0.0059,,,,,,,,,
2008,4,内蒙古,0.0873,,,,,,,,,
2008,4,黑龙江省,0.0078,,,,,,,,,
2008,4,上海市,0.0592,,,,,,,,,
2008,4,江苏省,0.0472,,,,,,,,,
2008,4,浙江省,0.2312,,,,,,,,,
2008,4,安徽省,0.0899,,,,,,,,,
2008,4,福建省,0.3016,,,,,,,,,
2008,4,江西省,0.4693,,,,,,,,,
2008,4,山东省,0.0107,,,,,,,,,
2008,4,河南省,0.3472,,,,,,,,,
2008,4,湖北省,0.2457,,,,,,,,,
2008,4,湖南省,0.6373,,,,,,,,,
2008,4,广东省,0.4244,,,,,,,,,
2008,4,广    西,0.2391,,,,,,,,,
2008,4,海南省,0.0237,,,,,,,,,
2008,4,重庆市,1.2393,,,,,,,,,
2008,4,四川省,0.2153,,,,,,,,,
2008,4,贵州省,0.3695,,,,,,,,,
2008,4,云南省,0.0177,,,,,,,,,
2008,4,西    藏,0.2465,,,,,,,,,
2008,4,陕西省,0.0320,,,,,,,,,
2008,4,甘肃省,0.9973,,,,,,,,,
2008,4,青海省,0.0181,,,,,,,,,
2008,4,宁    夏,0.1967,,,,,,,,,
2008,4,新疆,0.0239,,,,,,,,,
2008,5,北京市,0.0061,,,,,,,,,
2008,5,天津市,0.0090,,,,,,,,,
2008,5,河北省,0.9204,,,,,,,,,
2008,5,吉林省,0.0110,,,,,,,,,
2008,5,黑龙江省,0.0078,,,,,,,,,
2008,5,上海市,0.0108,,,,,,,,,
2008,5,江苏省,0.1744,,,,,,,,,
2008,5,浙江省,0.0494,,,,,,,,,
2008,5,安徽省,0.0539,,,,,,,,,
2008,5,福建省,0.0977,,,,,,,,,
2008,5,江西省,0.2038,,,,,,,,,
2008,5,山东省,0.0064,,,,,,,,,
2008,5,河南省,0.2115,,,,,,,,,
2008,5,湖北省,0.1895,,,,,,,,,
2008,5,湖南省,0.3068,,,,,,,,,
2008,5,广东省,0.1672,,,,,,,,,
2008,5,广    西,0.0629,,,,,,,,,
2008,5,海南省,0.1065,,,,,,,,,
2008,5,重庆市,0.5291,,,,,,,,,
2008,5,四川省,0.1083,,,,,,,,,
2008,5,贵州省,0.6885,,,,,,,,,
2008,5,云南省,0.0399,,,,,,,,,
2008,5,西    藏,1.7253,,,,,,,,,
2008,5,陕西省,0.0240,,,,,,,,,
2008,5,甘肃省,0.5006,,,,,,,,,
2008,5,宁    夏,2.5902,,,,,,,,,
2008,5,新疆,2.1766,,,,,,,,,
2008,6,河北省,0.8599,,,,,,,,,
2008,6,辽宁省,0.0023,,,,,,,,,
2008,6,黑龙江省,0.0026,,,,,,,,,
2008,6,上海市,0.0161,,,,,,,,,
2008,6,江苏省,0.0144,,,,,,,,,
2008,6,浙江省,0.0771,,,,,,,,,
2008,6,安徽省,0.0212,,,,,,,,,
2008,6,福建省,0.0894,,,,,,,,,
2008,6,江西省,0.1900,,,,,,,,,
2008,6,山东省,0.0096,,,,,,,,,
2008,6,河南省,0.1667,,,,,,,,,
2008,6,湖北省,0.0772,,,,,,,,,
2008,6,湖南省,0.4028,,,,,,,,,
2008,6,广东省,0.2476,,,,,,,,,
2008,6,广    西,0.1447,,,,,,,,,
2008,6,海南省,0.0710,,,,,,,,,
2008,6,重庆市,0.3977,,,,,,,,,
2008,6,四川省,0.1280,,,,,,,,,
2008,6,贵州省,0.1887,,,,,,,,,
2008,6,云南省,0.0266,,,,,,,,,
2008,6,陕西省,0.0213,,,,,,,,,
2008,6,甘肃省,0.2980,,,,,,,,,
2008,6,青海省,0.0543,,,,,,,,,
2008,6,宁    夏,0.0984,,,,,,,,,
2008,6,新疆,0.3484,,,,,,,,,
2008,7,天津市,0.0179,,,,,,,,,
2008,7,河北省,0.7086,,,,,,,,,
2008,7,山西省,0.0029,,,,,,,,,
2008,7,上海市,0.3714,,,,,,,,,
2008,7,江苏省,0.0262,,,,,,,,,
2008,7,浙江省,0.0573,,,,,,,,,
2008,7,安徽省,0.0212,,,,,,,,,
2008,7,福建省,0.1033,,,,,,,,,
2008,7,江西省,0.3571,,,,,,,,,
2008,7,山东省,0.0032,,,,,,,,,
2008,7,河南省,0.1741,,,,,,,,,
2008,7,湖北省,0.1614,,,,,,,,,
2008,7,湖南省,0.4563,,,,,,,,,
2008,7,广东省,0.6244,,,,,,,,,
2008,7,广    西,0.1447,,,,,,,,,
2008,7,海南省,0.2130,,,,,,,,,
2008,7,重庆市,0.3125,,,,,,,,,
2008,7,四川省,0.0628,,,,,,,,,
2008,7,贵州省,0.0877,,,,,,,,,
2008,7,云南省,0.0354,,,,,,,,,
2008,7,西    藏,0.0352,,,,,,,,,
2008,7,陕西省,0.0160,,,,,,,,,
2008,7,甘肃省,0.3286,,,,,,,,,
2008,7,青海省,0.0181,,,,,,,,,
2008,7,宁    夏,0.0820,,,,,,,,,
2008,7,新疆,0.0048,,,,,,,,,
2008,8,天津市,0.0448,,,,,,,,,
2008,8,河北省,0.7648,,,,,,,,,
2008,8,吉林省,0.0073,,,,,,,,,
2008,8,黑龙江省,0.0105,,,,,,,,,
2008,8,上海市,0.3337,,,,,,,,,
2008,8,江苏省,0.1141,,,,,,,,,
2008,8,浙江省,0.2925,,,,,,,,,
2008,8,安徽省,0.2239,,,,,,,,,
2008,8,福建省,0.1676,,,,,,,,,
2008,8,江西省,0.2518,,,,,,,,,
2008,8,山东省,0.0075,,,,,,,,,
2008,8,河南省,0.2329,,,,,,,,,
2008,8,湖北省,0.3825,,,,,,,,,
2008,8,湖南省,0.5334,,,,,,,,,
2008,8,广东省,0.1630,,,,,,,,,
2008,8,广    西,0.0629,,,,,,,,,
2008,8,海南省,0.0828,,,,,,,,,
2008,8,重庆市,0.1776,,,,,,,,,
2008,8,四川省,0.1760,,,,,,,,,
2008,8,贵州省,0.5635,,,,,,,,,
2008,8,云南省,0.0532,,,,,,,,,
2008,8,陕西省,0.0053,,,,,,,,,
2008,8,甘肃省,0.2942,,,,,,,,,
2008,8,青海省,0.0362,,,,,,,,,
2008,8,宁    夏,0.0164,,,,,,,,,
2008,8,新疆,0.0048,,,,,,,,,
2008,9,北京市,0.0184,,,,,,,,,
2008,9,天津市,0.1435,,,,,,,,,
2008,9,河北省,0.9506,,,,,,,,,
2008,9,山西省,0.0059,,,,,,,,,
2008,9,内蒙古,0.0042,,,,,,,,,
2008,9,吉林省,0.0037,,,,,,,,,
2008,9,黑龙江省,0.0026,,,,,,,,,
2008,9,上海市,0.0538,,,,,,,,,
2008,9,江苏省,0.0446,,,,,,,,,
2008,9,浙江省,0.0632,,,,,,,,,
2008,9,安徽省,0.0964,,,,,,,,,
2008,9,福建省,0.1424,,,,,,,,,
2008,9,江西省,0.2976,,,,,,,,,
2008,9,山东省,0.0149,,,,,,,,,
2008,9,河南省,0.3162,,,,,,,,,
2008,9,湖北省,0.2737,,,,,,,,,
2008,9,湖南省,0.5224,,,,,,,,,
2008,9,广东省,0.0952,,,,,,,,,
2008,9,广    西,0.0629,,,,,,,,,
2008,9,海南省,0.0355,,,,,,,,,
2008,9,重庆市,0.3693,,,,,,,,,
2008,9,四川省,0.5143,,,,,,,,,
2008,9,贵州省,1.2360,,,,,,,,,
2008,9,云南省,0.0864,,,,,,,,,
2008,9,陕西省,0.0240,,,,,,,,,
2008,9,甘肃省,0.3363,,,,,,,,,
2008,9,青海省,0.0181,,,,,,,,,
2008,9,宁    夏,0.0492,,,,,,,,,
2008,9,新疆,0.0095,,,,,,,,,
2008,10,北京市,0.1041,,,,,,,,,
2008,10,天津市,0.0897,,,,,,,,,
2008,10,河北省,1.4489,,,,,,,,,
2008,10,山西省,0.0265,,,,,,,,,
2008,10,辽宁省,0.0093,,,,,,,,,
2008,10,吉林省,0.0220,,,,,,,,,
2008,10,黑龙江省,0.0052,,,,,,,,,
2008,10,上海市,0.0323,,,,,,,,,
2008,10,江苏省,0.0039,,,,,,,,,
2008,10,浙江省,0.0296,,,,,,,,,
2008,10,安徽省,0.0834,,,,,,,,,
2008,10,福建省,0.0223,,,,,,,,,
2008,10,江西省,0.2633,,,,,,,,,
2008,10,山东省,0.0459,,,,,,,,,
2008,10,河南省,0.3803,,,,,,,,,
2008,10,湖北省,0.2579,,,,,,,,,
2008,10,湖南省,0.4312,,,,,,,,,
2008,10,广东省,0.0444,,,,,,,,,
2008,10,广    西,0.0189,,,,,,,,,
2008,10,海南省,0.0592,,,,,,,,,
2008,10,重庆市,0.1598,,,,,,,,,
2008,10,四川省,0.1452,,,,,,,,,
2008,10,贵州省,0.1063,,,,,,,,,
2008,10,云南省,0.5095,,,,,,,,,
2008,10,陕西省,0.0560,,,,,,,,,
2008,10,甘肃省,0.4394,,,,,,,,,
2008,10,青海省,0.0543,,,,,,,,,
2008,10,宁    夏,0.4262,,,,,,,,,
2008,10,新疆,0.0143,,,,,,,,,
2008,11,北京市,0.1225,,,,,,,,,
2008,11,天津市,0.0807,,,,,,,,,
2008,11,河北省,1.8825,,,,,,,,,
2008,11,山西省,0.0766,,,,,,,,,
2008,11,内蒙古,0.0374,,,,,,,,,
2008,11,辽宁省,0.0093,,,,,,,,,
2008,11,吉林省,0.1172,,,,,,,,,
2008,11,黑龙江省,0.0131,,,,,,,,,
2008,11,上海市,0.0108,,,,,,,,,
2008,11,江苏省,0.0144,,,,,,,,,
2008,11,浙江省,0.0217,,,,,,,,,
2008,11,安徽省,0.0703,,,,,,,,,
2008,11,福建省,0.0475,,,,,,,,,
2008,11,江西省,0.2266,,,,,,,,,
2008,11,山东省,0.0438,,,,,,,,,
2008,11,河南省,0.4274,,,,,,,,,
2008,11,湖北省,0.3632,,,,,,,,,
2008,11,湖南省,0.4154,,,,,,,,,
2008,11,广东省,0.0360,,,,,,,,,
2008,11,广    西,0.0189,,,,,,,,,
2008,11,重庆市,0.3232,,,,,,,,,
2008,11,四川省,0.1477,,,,,,,,,
2008,11,贵州省,0.1170,,,,,,,,,
2008,11,云南省,0.0177,,,,,,,,,
2008,11,西    藏,0.0352,,,,,,,,,
2008,11,陕西省,0.1628,,,,,,,,,
2008,11,甘肃省,0.8368,,,,,,,,,
2008,11,青海省,0.0543,,,,,,,,,
2008,11,宁    夏,2.2131,,,,,,,,,
2008,11,新疆,0.0191,,,,,,,,,
2008,12,北京市,0.1470,,,,,,,,,
2008,12,天津市,0.2960,,,,,,,,,
2008,12,河北省,2.4629,,,,,,,,,
2008,12,山西省,0.0354,,,,,,,,,
2008,12,内蒙古,0.0499,,,,,,,,,
2008,12,辽宁省,0.0093,,,,,,,,,
2008,12,吉林省,0.1026,,,,,,,,,
2008,12,黑龙江省,0.0262,,,,,,,,,
2008,12,江苏省,0.0157,,,,,,,,,
2008,12,浙江省,0.0949,,,,,,,,,
2008,12,安徽省,0.0801,,,,,,,,,
2008,12,福建省,0.0419,,,,,,,,,
2008,12,江西省,0.2656,,,,,,,,,
2008,12,山东省,0.0566,,,,,,,,,
2008,12,河南省,0.4989,,,,,,,,,
2008,12,湖北省,0.2457,,,,,,,,,
2008,12,湖南省,0.4437,,,,,,,,,
2008,12,广东省,0.1640,,,,,,,,,
2008,12,广    西,0.0189,,,,,,,,,
2008,12,海南省,0.0118,,,,,,,,,
2008,12,重庆市,0.3267,,,,,,,,,
2008,12,四川省,0.1132,,,,,,,,,
2008,12,贵州省,0.1595,,,,,,,,,
2008,12,云南省,0.0089,,,,,,,,,
2008,12,西    藏,0.0352,,,,,,,,,
2008,12,陕西省,0.2561,,,,,,,,,
2008,12,甘肃省,1.3833,,,,,,,,,
2008,12,宁    夏,2.3115,,,,,,,,,
2008,12,新疆,0.0143,,,,,,,,,
2009,1,北京市,0.6608,,,,,,,,,
2009,1,天津市,0.6293,,,,,,,,,
2009,1,河北省,1.8415,,,,,,,,,
2009,1,山西省,0.0850,,,,,,,,,
2009,1,辽宁省,0.0348,,,,,,,,,
2009,1,吉林省,0.1719,,,,,,,,,
2009,1,黑龙江省,0.1699,,,,,,,,,
2009,1,上海市,0.5560,,,,,,,,,
2009,1,江苏省,0.1459,,,,,,,,,
2009,1,浙江省,0.0742,,,,,,,,,
2009,1,安徽省,0.1500,,,,,,,,,
2009,1,福建省,0.0688,,,,,,,,,
2009,1,江西省,0.2023,,,,,,,,,
2009,1,山东省,0.1094,,,,,,,,,
2009,1,河南省,0.3160,,,,,,,,,
2009,1,湖北省,0.1016,,,,,,,,,
2009,1,湖南省,0.4965,,,,,,,,,
2009,1,广东省,0.0692,,,,,,,,,
2009,1,广    西,0.0872,,,,,,,,,
2009,1,海南省,0.0234,,,,,,,,,
2009,1,重庆市,0.2501,,,,,,,,,
2009,1,四川省,0.0904,,,,,,,,,
2009,1,贵州省,0.1267,,,,,,,,,
2009,1,云南省,0.0220,,,,,,,,,
2009,1,西    藏,0.1394,,,,,,,,,
2009,1,陕西省,0.1834,,,,,,,,,
2009,1,甘肃省,0.4832,,,,,,,,,
2009,1,青海省,0.4510,,,,,,,,,
2009,1,宁    夏,0.5945,,,,,,,,,
2009,1,新疆,0.4036,,,,,,,,,
2009,2,北京市,0.1357,,,,,,,,,
2009,2,天津市,0.0935,,,,,,,,,
2009,2,河北省,1.9102,,,,,,,,,
2009,2,山西省,0.0147,,,,,,,,,
2009,2,辽宁省,0.0579,,,,,,,,,
2009,2,吉林省,0.0219,,,,,,,,,
2009,2,黑龙江省,0.0889,,,,,,,,,
2009,2,上海市,0.2965,,,,,,,,,
2009,2,江苏省,0.5236,,,,,,,,,
2009,2,浙江省,0.1484,,,,,,,,,
2009,2,安徽省,0.0994,,,,,,,,,
2009,2,福建省,0.0826,,,,,,,,,
2009,2,江西省,0.3727,,,,,,,,,
2009,2,山东省,0.0584,,,,,,,,,
2009,2,河南省,0.3818,,,,,,,,,
2009,2,湖北省,0.4413,,,,,,,,,
2009,2,湖南省,1.4284,,,,,,,,,
2009,2,广东省,0.1813,,,,,,,,,
2009,2,广    西,0.2346,,,,,,,,,
2009,2,重庆市,0.3558,,,,,,,,,
2009,2,四川省,0.1369,,,,,,,,,
2009,2,贵州省,0.1188,,,,,,,,,
2009,2,云南省,0.0198,,,,,,,,,
2009,2,陕西省,0.0771,,,,,,,,,
2009,2,甘肃省,0.3577,,,,,,,,,
2009,2,青海省,0.0541,,,,,,,,,
2009,2,宁    夏,0.2312,,,,,,,,,
2009,2,新疆,0.0235,,,,,,,,,
2009,3,北京市,0.0649,,,,,,,,,
2009,3,天津市,0.1020,,,,,,,,,
2009,3,河北省,1.8973,,,,,,,,,
2009,3,山西省,0.0323,,,,,,,,,
2009,3,内蒙古,0.0041,,,,,,,,,
2009,3,辽宁省,0.0997,,,,,,,,,
2009,3,吉林省,0.0037,,,,,,,,,
2009,3,黑龙江省,0.0209,,,,,,,,,
2009,3,上海市,0.2171,,,,,,,,,
2009,3,江苏省,0.3895,,,,,,,,,
2009,3,浙江省,0.5176,,,,,,,,,
2009,3,安徽省,0.0929,,,,,,,,,
2009,3,福建省,0.1762,,,,,,,,,
2009,3,江西省,0.5977,,,,,,,,,
2009,3,山东省,0.0605,,,,,,,,,
2009,3,河南省,0.4316,,,,,,,,,
2009,3,湖北省,0.6987,,,,,,,,,
2009,3,湖南省,3.3987,,,,,,,,,
2009,3,广东省,1.2605,,,,,,,,,
2009,3,广    西,0.4464,,,,,,,,,
2009,3,海南省,0.1171,,,,,,,,,
2009,3,重庆市,0.6481,,,,,,,,,
2009,3,四川省,0.2346,,,,,,,,,
2009,3,贵州省,0.6915,,,,,,,,,
2009,3,云南省,0.5503,,,,,,,,,
2009,3,陕西省,0.0851,,,,,,,,,
2009,3,甘肃省,1.3774,,,,,,,,,
2009,3,青海省,0.1804,,,,,,,,,
2009,3,宁    夏,1.0899,,,,,,,,,
2009,3,新疆,1.7646,,,,,,,,,
2009,4,北京市,0.0295,,,,,,,,,
2009,4,天津市,0.1786,,,,,,,,,
2009,4,河北省,1.8014,,,,,,,,,
2009,4,山西省,0.0293,,,,,,,,,
2009,4,内蒙古,0.0041,,,,,,,,,
2009,4,辽宁省,0.0255,,,,,,,,,
2009,4,黑龙江省,0.0026,,,,,,,,,
2009,4,上海市,0.1747,,,,,,,,,
2009,4,江苏省,0.1771,,,,,,,,,
2009,4,浙江省,0.3320,,,,,,,,,
2009,4,安徽省,0.1011,,,,,,,,,
2009,4,福建省,0.2037,,,,,,,,,
2009,4,江西省,0.5091,,,,,,,,,
2009,4,山东省,0.3419,,,,,,,,,
2009,4,河南省,0.3913,,,,,,,,,
2009,4,湖北省,0.7634,,,,,,,,,
2009,4,湖南省,0.7909,,,,,,,,,
2009,4,广东省,0.9378,,,,,,,,,
2009,4,广    西,0.7247,,,,,,,,,
2009,4,海南省,0.2810,,,,,,,,,
2009,4,重庆市,0.5847,,,,,,,,,
2009,4,四川省,0.2603,,,,,,,,,
2009,4,贵州省,0.3088,,,,,,,,,
2009,4,云南省,0.5613,,,,,,,,,
2009,4,陕西省,0.5609,,,,,,,,,
2009,4,甘肃省,3.0554,,,,,,,,,
2009,4,青海省,0.6855,,,,,,,,,
2009,4,宁    夏,1.5192,,,,,,,,,
2009,4,新疆,0.0563,,,,,,,,,
2009,5,北京市,0.0354,,,,,,,,,
2009,5,天津市,0.4167,,,,,,,,,
2009,5,河北省,0.8156,,,,,,,,,
2009,5,山西省,0.1202,,,,,,,,,
2009,5,内蒙古,2.1999,,,,,,,,,
2009,5,辽宁省,0.0626,,,,,,,,,
2009,5,吉林省,0.0146,,,,,,,,,
2009,5,黑龙江省,0.3163,,,,,,,,,
2009,5,上海市,0.0424,,,,,,,,,
2009,5,江苏省,0.2097,,,,,,,,,
2009,5,浙江省,0.4063,,,,,,,,,
2009,5,安徽省,0.1190,,,,,,,,,
2009,5,福建省,0.8259,,,,,,,,,
2009,5,江西省,0.3773,,,,,,,,,
2009,5,山东省,0.1157,,,,,,,,,
2009,5,河南省,0.4316,,,,,,,,,
2009,5,湖北省,0.9683,,,,,,,,,
2009,5,湖南省,0.8880,,,,,,,,,
2009,5,广东省,0.7963,,,,,,,,,
2009,5,广    西,0.7454,,,,,,,,,
2009,5,海南省,1.0890,,,,,,,,,
2009,5,重庆市,1.0004,,,,,,,,,
2009,5,四川省,0.2200,,,,,,,,,
2009,5,贵州省,0.6810,,,,,,,,,
2009,5,云南省,0.5547,,,,,,,,,
2009,5,西    藏,0.3484,,,,,,,,,
2009,5,陕西省,0.2924,,,,,,,,,
2009,5,甘肃省,3.9800,,,,,,,,,
2009,5,青海省,0.5593,,,,,,,,,
2009,5,宁    夏,1.7834,,,,,,,,,
2009,5,新疆,0.3238,,,,,,,,,
2009,6,北京市,0.0708,,,,,,,,,
2009,6,天津市,0.0085,,,,,,,,,
2009,6,河北省,0.7254,,,,,,,,,
2009,6,山西省,0.6333,,,,,,,,,
2009,6,内蒙古,0.5469,,,,,,,,,
2009,6,辽宁省,0.0788,,,,,,,,,
2009,6,吉林省,0.0183,,,,,,,,,
2009,6,黑龙江省,0.0863,,,,,,,,,
2009,6,上海市,0.0212,,,,,,,,,
2009,6,江苏省,0.1941,,,,,,,,,
2009,6,浙江省,0.4883,,,,,,,,,
2009,6,安徽省,0.1092,,,,,,,,,
2009,6,福建省,1.6572,,,,,,,,,
2009,6,江西省,0.5636,,,,,,,,,
2009,6,山东省,0.0520,,,,,,,,,
2009,6,河南省,0.4136,,,,,,,,,
2009,6,湖北省,0.6601,,,,,,,,,
2009,6,湖南省,1.1261,,,,,,,,,
2009,6,广东省,2.3512,,,,,,,,,
2009,6,广    西,2.0826,,,,,,,,,
2009,6,海南省,0.4215,,,,,,,,,
2009,6,重庆市,2.3917,,,,,,,,,
2009,6,四川省,0.1735,,,,,,,,,
2009,6,贵州省,1.1085,,,,,,,,,
2009,6,云南省,0.1871,,,,,,,,,
2009,6,陕西省,0.2286,,,,,,,,,
2009,6,甘肃省,1.0235,,,,,,,,,
2009,6,青海省,0.1082,,,,,,,,,
2009,6,宁    夏,1.2385,,,,,,,,,
2009,6,新疆,0.0047,,,,,,,,,
2009,7,北京市,0.8083,,,,,,,,,
2009,7,天津市,0.0680,,,,,,,,,
2009,7,河北省,0.5852,,,,,,,,,
2009,7,山西省,0.0147,,,,,,,,,
2009,7,内蒙古,0.0124,,,,,,,,,
2009,7,辽宁省,0.0046,,,,,,,,,
2009,7,吉林省,0.0622,,,,,,,,,
2009,7,黑龙江省,0.0758,,,,,,,,,
2009,7,上海市,0.2118,,,,,,,,,
2009,7,江苏省,0.2123,,,,,,,,,
2009,7,浙江省,0.6250,,,,,,,,,
2009,7,安徽省,0.0978,,,,,,,,,
2009,7,福建省,2.4308,,,,,,,,,
2009,7,江西省,0.3523,,,,,,,,,
2009,7,山东省,0.0127,,,,,,,,,
2009,7,河南省,0.2312,,,,,,,,,
2009,7,湖北省,0.3239,,,,,,,,,
2009,7,湖南省,1.8810,,,,,,,,,
2009,7,广东省,2.3533,,,,,,,,,
2009,7,广    西,1.2375,,,,,,,,,
2009,7,海南省,0.0937,,,,,,,,,
2009,7,重庆市,0.7820,,,,,,,,,
2009,7,四川省,0.1711,,,,,,,,,
2009,7,贵州省,0.3220,,,,,,,,,
2009,7,云南省,0.0374,,,,,,,,,
2009,7,陕西省,0.0133,,,,,,,,,
2009,7,甘肃省,0.6278,,,,,,,,,
2009,7,青海省,0.0180,,,,,,,,,
2009,7,宁    夏,0.1982,,,,,,,,,
2009,7,新疆,0.0094,,,,,,,,,
2017,1,北京市,28.0685,-2.15,-12.88,6.25,-15,9,1,0.25,142.5721513,1
2009,8,天津市,0.3997,,,,,,,,,
2009,8,河北省,1.0731,,,,,,,,,
2009,8,山西省,0.0352,,,,,,,,,
2009,8,内蒙古,0.0663,,,,,,,,,
2009,8,辽宁省,0.0765,,,,,,,,,
2009,8,吉林省,0.0914,,,,,,,,,
2009,8,黑龙江省,0.1255,,,,,,,,,
2009,8,上海市,2.8065,,,,,,,,,
2009,8,江苏省,1.7350,,,,,,,,,
2009,8,浙江省,3.0840,,,,,,,,,
2009,8,安徽省,0.8052,,,,,,,,,
2009,8,福建省,2.4005,,,,,,,,,
2009,8,江西省,1.4682,,,,,,,,,
2009,8,山东省,0.2209,,,,,,,,,
2009,8,河南省,0.9821,,,,,,,,,
2009,8,湖北省,2.7106,,,,,,,,,
2009,8,湖南省,2.9884,,,,,,,,,
2009,8,广东省,2.1511,,,,,,,,,
2009,8,广    西,0.4257,,,,,,,,,
2009,8,海南省,0.3162,,,,,,,,,
2009,8,重庆市,1.2187,,,,,,,,,
2009,8,四川省,0.8726,,,,,,,,,
2009,8,贵州省,0.8209,,,,,,,,,
2009,8,云南省,0.5767,,,,,,,,,
2009,8,陕西省,0.1249,,,,,,,,,
2009,8,甘肃省,0.8713,,,,,,,,,
2009,8,青海省,0.1804,,,,,,,,,
2009,8,宁    夏,0.2972,,,,,,,,,
2009,8,新疆,0.0516,,,,,,,,,
2017,2,北京市,12.5270,1.99,-12.97,7.06,-12,16,2,7.37,96.14512164,1
2009,9,天津市,2.1514,,,,,,,,,
2009,9,河北省,2.6056,,,,,,,,,
2009,9,山西省,0.8063,,,,,,,,,
